Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2017-07-12,225.8,227.85,221.6,223.25,224.56,65815.0,1357.0,14779481.0,14772.0,22.44,6.25,-2.55
2017-07-13,224.8,231.5,222.3,228.0,226.02,119564.0,2080.0,27023661.0,23114.0,19.33,9.2,3.2
2017-07-14,229.65,229.65,220.8,221.65,224.15,101040.0,1629.0,22648354.0,14170.0,14.02,8.85,-8.0
2017-07-17,222.85,226.15,221.0,222.7,223.33,58940.0,1117.0,13163330.0,10263.0,17.41,5.15,-0.15
2017-07-18,225.5,229.0,223.6,225.3,225.98,70911.0,1282.0,16024167.0,24706.0,34.84,5.4,-0.2
2017-07-19,224.25,230.2,224.2,226.15,227.46,63135.0,1040.0,14360589.0,13774.0,21.82,6.0,1.9
2017-07-20,228.3,228.5,224.0,224.8,226.05,47281.0,840.0,10688105.0,8445.0,17.86,4.5,-3.5
2017-07-21,225.0,226.65,218.2,221.6,223.24,42397.0,862.0,9464839.0,10784.0,25.44,8.45,-3.4
2017-07-24,222.0,224.7,218.35,220.1,221.82,23891.0,511.0,5299468.0,8177.0,34.23,6.35,-1.9
2017-07-25,218.0,222.25,217.0,219.25,220.14,45379.0,849.0,9989657.0,10479.0,23.09,5.25,1.25
2017-07-26,220.0,221.9,217.2,217.6,220.02,45033.0,769.0,9908241.0,10871.0,24.14,4.7,-2.4
2017-07-27,219.0,220.0,213.2,213.55,216.8,42871.0,803.0,9294647.0,11875.0,27.7,6.8,-5.45
2017-07-28,212.0,216.7,211.05,214.15,214.92,29790.0,520.0,6402558.0,10127.0,33.99,5.65,2.15
2017-07-31,215.0,215.0,212.0,213.05,213.42,36575.0,566.0,7805810.0,11024.0,30.14,3.0,-1.95
2017-08-01,212.05,217.0,212.05,213.45,214.46,25488.0,427.0,5466129.0,10628.0,41.7,4.95,1.4
2017-08-02,214.8,214.8,211.1,212.15,212.88,14071.0,299.0,2995464.0,6813.0,48.42,3.7,-2.65
2017-08-03,210.0,211.5,207.8,208.5,209.31,10174.0,256.0,2129526.0,5054.0,49.68,3.7,-1.5
2017-08-04,209.55,212.0,206.85,208.6,208.59,40744.0,678.0,8498652.0,12828.0,31.48,5.15,-0.95
2017-08-07,210.15,213.2,210.15,212.0,212.17,40855.0,574.0,8668077.0,11003.0,26.93,3.05,1.85
2017-08-08,212.0,213.45,208.1,208.75,210.65,40048.0,521.0,8436081.0,5747.0,14.35,5.35,-3.25
2017-08-09,210.15,210.15,204.0,205.3,206.69,26925.0,481.0,5565030.0,8200.0,30.45,6.15,-4.85
2017-08-10,204.3,205.8,189.0,192.1,199.17,49888.0,879.0,9936077.0,20225.0,40.54,16.8,-12.2
2017-08-11,191.0,196.7,185.05,190.6,192.13,45334.0,967.0,8709915.0,14544.0,32.08,11.65,-0.4
2017-08-14,189.3,189.3,172.75,183.4,181.53,78508.0,1534.0,14251717.0,26304.0,33.5,16.55,-5.9
2017-08-16,182.5,189.9,182.25,188.15,187.3,33710.0,653.0,6313838.0,6670.0,19.79,7.65,5.65
2017-08-17,189.05,191.6,186.5,187.2,189.03,29154.0,567.0,5511091.0,10878.0,37.31,5.1,-1.85
2017-08-18,185.0,185.6,180.05,183.85,183.19,34322.0,687.0,6287460.0,12223.0,35.61,5.55,-1.15
2017-08-21,186.0,186.0,179.0,180.15,182.77,34222.0,553.0,6254804.0,8260.0,24.14,7.0,-5.85
2017-08-22,178.0,182.0,174.8,175.65,178.19,39056.0,845.0,6959306.0,7495.0,19.19,7.2,-2.35
2017-08-23,176.0,179.9,175.65,177.15,178.52,50406.0,764.0,8998700.0,12665.0,25.13,4.25,1.15
2017-08-24,177.0,178.85,175.85,176.3,177.37,28082.0,501.0,4981043.0,7994.0,28.47,3.0,-0.7
2017-08-28,178.1,179.3,172.95,174.6,176.94,31541.0,580.0,5580879.0,11154.0,35.36,6.35,-3.5
2017-08-29,174.6,179.9,174.6,175.7,176.94,31905.0,643.0,5645230.0,9943.0,31.16,5.3,1.1
2017-08-30,177.7,185.35,176.4,183.5,180.67,59332.0,987.0,10719576.0,15553.0,26.21,8.95,5.8
2017-08-31,183.5,194.3,180.6,190.65,189.09,109809.0,1671.0,20763619.0,,,13.7,7.15
2017-09-01,192.9,200.9,191.15,197.4,196.4,82132.0,1398.0,16130980.0,24817.0,30.22,9.75,4.5
2017-09-04,195.9,201.75,191.2,193.6,196.74,75215.0,1309.0,14797733.0,15144.0,20.13,10.55,-2.3
2017-09-05,195.7,197.05,194.0,195.35,195.8,53713.0,847.0,10517224.0,4468.0,8.32,3.05,-0.35
2017-09-06,193.9,195.5,192.0,192.85,193.91,51208.0,1005.0,9929656.0,7624.0,14.89,3.5,-1.05
2017-09-07,194.45,205.8,194.0,199.6,200.37,85502.0,2155.0,17131790.0,17505.0,20.47,11.8,5.15
2017-09-08,198.0,203.75,196.1,197.65,200.52,49911.0,954.0,10008066.0,21027.0,42.13,7.65,-0.35
2017-09-11,199.8,199.95,194.05,195.0,197.06,19017.0,374.0,3747557.0,9889.0,52.0,5.9,-4.8
2017-09-12,197.0,200.8,195.5,196.75,197.98,27456.0,616.0,5435825.0,5875.0,21.4,5.3,-0.25
2017-09-13,197.5,197.7,192.8,193.55,195.83,27697.0,631.0,5423776.0,9415.0,33.99,4.9,-3.95
2017-09-14,194.65,199.0,194.05,194.7,196.23,19737.0,473.0,3872961.0,4374.0,22.16,4.95,0.05
2017-09-15,193.5,194.9,189.0,190.15,191.31,28803.0,559.0,5510289.0,11209.0,38.92,5.9,-3.35
2017-09-18,192.65,194.2,190.7,191.65,192.83,23498.0,452.0,4531215.0,9732.0,41.42,3.5,-1.0
2017-09-19,194.75,198.5,191.9,193.15,194.67,40062.0,818.0,7798949.0,11786.0,29.42,6.6,-1.6
2017-09-20,194.85,196.45,191.6,191.95,193.39,30864.0,573.0,5968747.0,6882.0,22.3,4.85,-2.9
2017-09-21,192.95,193.75,185.2,189.2,189.52,22587.0,520.0,4280697.0,8196.0,36.29,8.55,-3.75
2017-09-22,188.65,188.95,184.0,185.0,185.96,14740.0,312.0,2741118.0,7098.0,48.15,4.95,-3.65
2017-09-25,184.55,186.0,179.3,180.95,181.39,35132.0,754.0,6372754.0,5847.0,16.64,6.7,-3.6
2017-09-26,181.95,183.0,178.5,181.2,181.21,15869.0,379.0,2875672.0,6330.0,39.89,4.5,-0.75
2017-09-27,180.65,182.5,176.0,176.75,178.74,13979.0,455.0,2498609.0,7647.0,54.7,6.5,-3.9
2017-09-28,178.0,180.0,176.3,177.7,178.08,13620.0,280.0,2425452.0,4328.0,31.78,3.7,-0.3
2017-09-29,182.75,182.75,177.6,179.2,179.92,21191.0,358.0,3812631.0,5379.0,25.38,5.15,-3.55
2017-10-03,178.05,186.0,178.05,183.0,182.31,46944.0,900.0,8558506.0,11470.0,24.43,7.95,4.95
2017-10-04,183.85,187.35,182.9,184.3,185.04,20906.0,416.0,3868538.0,3982.0,19.05,4.45,0.45
2017-10-05,184.85,187.9,182.1,182.95,184.94,22084.0,443.0,4084143.0,4095.0,18.54,5.8,-1.9
2017-10-06,185.1,187.5,183.5,185.8,184.96,30983.0,552.0,5730709.0,4418.0,14.26,4.0,0.7
2017-10-09,187.0,194.3,186.8,189.85,191.37,41458.0,815.0,7934022.0,11075.0,26.71,7.5,2.85
2017-10-10,188.0,194.0,188.0,190.85,191.14,54723.0,703.0,10459808.0,29132.0,53.24,6.0,2.85
2017-10-11,191.35,197.9,190.25,192.05,193.88,44643.0,770.0,8655451.0,12870.0,28.83,7.65,0.7
2017-10-12,193.2,195.25,191.25,192.75,193.2,39935.0,661.0,7715624.0,3716.0,9.31,4.0,-0.45
2017-10-13,197.0,197.0,187.15,188.4,190.17,23934.0,574.0,4551611.0,6181.0,25.83,9.85,-8.6
2017-10-16,188.4,190.8,185.5,186.25,187.85,25258.0,506.0,4744794.0,8214.0,32.52,5.3,-2.15
2017-10-17,186.4,188.15,185.5,186.2,186.99,13293.0,268.0,2485678.0,3072.0,23.11,2.65,-0.2
2017-10-18,185.0,187.25,182.9,183.1,184.11,12370.0,247.0,2277481.0,7362.0,59.51,4.35,-1.9
2017-10-19,184.5,187.8,184.5,185.75,185.61,3975.0,148.0,737797.0,2477.0,62.31,3.3,1.25
2017-10-23,188.0,189.25,184.8,186.2,186.91,27825.0,465.0,5200883.0,4969.0,17.86,4.45,-1.8
2017-10-24,186.3,188.5,184.9,185.4,186.61,13848.0,260.0,2584194.0,3994.0,28.84,3.6,-0.9
2017-10-25,186.65,186.65,184.3,185.15,185.06,9332.0,166.0,1726986.0,5455.0,58.45,2.35,-1.5
2017-10-26,183.7,193.0,183.7,189.9,189.76,26753.0,556.0,5076712.0,9888.0,36.96,9.3,6.2
2017-10-27,191.9,193.8,190.3,192.65,192.21,16976.0,339.0,3263033.0,9760.0,57.49,3.5,0.75
2017-10-30,193.55,198.75,192.85,194.25,195.42,43938.0,900.0,8586235.0,11893.0,27.07,5.9,0.7
2017-10-31,194.2,197.9,193.3,195.35,195.71,15225.0,321.0,2979711.0,6160.0,40.46,4.6,1.15
2017-11-01,199.2,200.75,196.05,196.8,198.27,36819.0,693.0,7300103.0,16879.0,45.84,4.7,-2.4
2017-11-02,197.0,202.0,195.1,197.85,198.68,30688.0,695.0,6096958.0,9655.0,31.46,6.9,0.85
2017-11-03,199.0,200.95,195.0,195.8,197.43,34699.0,619.0,6850491.0,8839.0,25.47,5.95,-3.2
2017-11-06,195.4,198.4,193.2,193.85,195.63,20755.0,450.0,4060380.0,9974.0,48.06,5.2,-1.55
2017-11-07,195.0,196.0,190.2,190.5,192.53,15207.0,350.0,2927831.0,5319.0,34.98,5.8,-4.5
2017-11-08,192.0,192.0,187.5,187.85,189.63,14713.0,337.0,2790084.0,8046.0,54.69,4.5,-4.15
2017-11-09,190.15,191.4,187.75,189.15,189.4,9612.0,266.0,1820543.0,4651.0,48.39,3.65,-1.0
2017-11-10,189.25,204.4,188.0,196.9,198.22,60641.0,1605.0,12020031.0,18699.0,30.84,16.4,7.65
2017-11-13,209.0,216.65,206.0,208.4,211.04,200095.0,4294.0,42227126.0,49393.0,24.68,10.65,-0.6
2017-11-14,210.4,226.0,208.0,216.5,219.12,320580.0,6577.0,70244710.0,57631.0,17.98,18.0,6.1
2017-11-15,218.0,222.9,213.8,218.05,219.07,125071.0,2784.0,27399510.0,37642.0,30.1,9.1,0.05
2017-11-16,219.8,226.85,218.25,223.35,223.07,129477.0,2686.0,28882901.0,38034.0,29.38,8.6,3.55
2017-11-17,225.9,225.9,215.1,217.15,220.84,70891.0,1585.0,15655288.0,24578.0,34.67,10.8,-8.75
2017-11-20,218.5,222.2,215.75,218.4,218.76,55168.0,1411.0,12068313.0,11430.0,20.72,6.45,-0.1
2017-11-21,220.6,229.8,218.95,222.8,224.64,96387.0,2369.0,21652186.0,22740.0,23.59,10.85,2.2
2017-11-22,224.9,226.0,221.2,222.3,223.56,28057.0,679.0,6272390.0,10569.0,37.67,4.8,-2.6
2017-11-23,223.0,234.35,221.7,231.25,229.5,118866.0,2830.0,27280128.0,38352.0,32.26,12.65,8.25
2017-11-24,231.5,234.15,223.05,225.4,228.76,67421.0,1360.0,15422996.0,29988.0,44.48,11.1,-6.1
2017-11-27,225.4,226.05,220.1,221.15,222.3,22309.0,545.0,4959208.0,8067.0,36.16,5.95,-4.25
2017-11-28,221.35,228.0,221.35,223.45,224.33,41666.0,983.0,9347043.0,17511.0,42.03,6.65,2.1
2017-11-29,223.45,228.3,222.5,225.15,226.0,64923.0,1310.0,14672282.0,22958.0,35.36,5.8,1.7
2017-11-30,223.75,227.55,223.75,225.9,226.16,44165.0,784.0,9988153.0,16354.0,37.03,3.8,2.15
2017-12-01,226.55,237.6,226.55,229.85,233.2,104421.0,1818.0,24350893.0,32233.0,30.87,11.05,3.3
2017-12-04,230.0,233.5,224.6,229.2,228.19,51583.0,829.0,11770598.0,11756.0,22.79,8.9,-0.8
2017-12-05,228.15,249.5,228.15,244.9,243.78,517093.0,8185.0,126057854.0,105137.0,20.33,21.35,16.75
2017-12-06,243.9,249.4,237.0,238.5,242.38,167887.0,2997.0,40691727.0,23294.0,13.87,12.4,-5.4
2017-12-07,237.3,245.65,237.3,242.85,242.22,93559.0,1520.0,22661796.0,26282.0,28.09,8.35,5.55
2017-12-08,244.95,259.2,243.45,256.75,252.8,292482.0,4305.0,73939385.0,82120.0,28.08,15.75,11.8
2017-12-11,260.0,272.9,259.0,268.75,267.21,290062.0,5060.0,77508473.0,71181.0,24.54,13.9,8.75
2017-12-12,268.2,268.85,257.5,259.8,262.27,102681.0,1811.0,26929816.0,30849.0,30.04,11.35,-8.4
2017-12-13,259.8,265.6,250.0,251.15,259.52,126329.0,2468.0,32785136.0,23985.0,18.99,15.6,-8.65
2017-12-14,253.0,254.3,245.25,249.5,249.22,90948.0,1617.0,22665920.0,14566.0,16.02,9.05,-3.5
2017-12-15,254.6,257.65,251.25,251.9,254.94,54372.0,1075.0,13861430.0,11875.0,21.84,6.4,-2.7
2017-12-18,251.9,278.0,229.4,272.25,262.43,309992.0,5212.0,81350511.0,61625.0,19.88,48.6,20.35
2017-12-19,274.9,283.1,271.5,274.65,277.07,180275.0,3353.0,49949643.0,35967.0,19.95,11.6,-0.25
2017-12-20,275.8,285.95,273.3,278.3,280.51,183526.0,3062.0,51481507.0,39036.0,21.27,12.65,2.5
2017-12-21,280.5,291.4,273.1,286.2,285.37,255845.0,4393.0,73010346.0,45176.0,17.66,18.3,5.7
2017-12-22,288.0,299.15,286.5,291.45,292.9,351404.0,5647.0,102924491.0,87212.0,24.82,12.65,3.45
2017-12-26,292.75,330.9,292.1,323.45,316.19,767634.0,12414.0,242714401.0,123414.0,16.08,38.8,30.7
2017-12-27,327.0,332.45,305.75,312.65,320.2,393993.0,6853.0,126157838.0,68393.0,17.36,26.7,-14.35
2017-12-28,316.25,324.85,311.4,317.65,318.41,261417.0,3977.0,83237203.0,47299.0,18.09,13.45,1.4
2017-12-29,319.35,323.7,310.65,313.0,317.35,139624.0,2585.0,44309141.0,30295.0,21.7,13.05,-6.35
2018-01-01,313.0,325.85,311.5,315.05,318.82,280579.0,4475.0,89455211.0,28508.0,10.16,14.35,2.05
2018-01-02,316.0,317.9,300.3,303.2,306.96,238917.0,3892.0,73338877.0,46713.0,19.55,17.6,-12.8
2018-01-03,308.7,317.25,305.9,313.95,312.33,148591.0,2379.0,46409693.0,38434.0,25.87,11.35,5.25
2018-01-04,318.9,321.75,311.0,314.75,315.62,150834.0,2445.0,47606439.0,25394.0,16.84,10.75,-4.15
2018-01-05,319.0,319.5,312.0,313.3,314.93,84432.0,1347.0,26590004.0,18383.0,21.77,7.5,-5.7
2018-01-08,314.9,326.05,311.3,319.45,315.97,156595.0,2230.0,49479400.0,46678.0,29.81,14.75,4.55
2018-01-09,324.0,383.3,322.0,374.6,362.52,2270749.0,34018.0,823198395.0,221244.0,9.74,61.3,50.6
2018-01-10,375.0,382.0,360.0,362.4,369.61,582121.0,10023.0,215156823.0,96461.0,16.57,22.0,-12.6
2018-01-11,365.0,403.5,360.35,383.6,388.69,1145164.0,19565.0,445118907.0,129879.0,11.34,43.15,18.6
2018-01-12,383.5,387.9,366.5,377.95,378.02,271158.0,4992.0,102503367.0,39947.0,14.73,21.4,-5.55
2018-01-15,383.0,389.4,375.1,378.6,381.57,196692.0,3127.0,75052212.0,49037.0,24.93,14.3,-4.4
2018-01-16,379.05,382.45,355.65,358.05,365.06,205014.0,3352.0,74843109.0,45709.0,22.3,26.8,-21.0
2018-01-17,356.05,379.3,344.9,367.45,364.08,351759.0,6676.0,128067283.0,39853.0,11.33,34.4,11.4
2018-01-18,370.0,377.0,343.1,346.65,360.4,237592.0,3942.0,85628281.0,39508.0,16.63,33.9,-23.35
2018-01-19,346.2,356.5,343.1,352.8,351.2,200968.0,3354.0,70580746.0,53783.0,26.76,13.4,6.6
2018-01-22,352.5,361.5,349.0,353.8,355.23,185268.0,2918.0,65813666.0,33482.0,18.07,12.5,1.3
2018-01-23,357.0,374.4,353.55,364.15,365.37,266652.0,4694.0,97427745.0,30345.0,11.38,20.85,7.15
2018-01-24,362.5,376.9,352.55,363.2,366.54,377971.0,6309.0,138540677.0,31482.0,8.33,24.35,0.7
2018-01-25,359.6,369.9,355.5,361.6,362.11,134647.0,2443.0,48756598.0,19327.0,14.35,14.4,2.0
2018-01-29,361.6,371.0,352.0,354.8,364.55,135093.0,2196.0,49248095.0,16237.0,12.02,19.0,-6.8
2018-01-30,353.95,353.95,342.0,342.8,346.66,133348.0,2027.0,46226897.0,17254.0,12.94,11.95,-11.15
2018-01-31,342.2,351.45,332.7,337.35,340.94,176133.0,2453.0,60051520.0,27254.0,15.47,18.75,-4.85
2018-02-01,334.5,349.25,320.0,337.3,337.97,284082.0,4915.0,96010746.0,22124.0,7.79,29.25,2.8
2018-02-02,330.0,333.0,303.55,311.9,319.84,255823.0,5161.0,81821152.0,42739.0,16.71,29.45,-18.1
2018-02-05,307.0,321.0,300.7,316.35,312.68,189704.0,3518.0,59317104.0,29429.0,15.51,20.3,9.35
2018-02-06,300.0,311.45,286.6,307.65,302.68,203586.0,2845.0,61620476.0,33222.0,16.32,24.85,7.65
2018-02-07,310.0,326.95,303.15,309.35,315.94,270214.0,3950.0,85370265.0,36632.0,13.56,23.8,-0.65
2018-02-08,308.15,319.6,297.55,310.4,311.23,194499.0,3317.0,60534248.0,25800.0,13.26,22.05,2.25
2018-02-09,301.5,312.5,301.5,308.1,308.65,128809.0,1882.0,39756702.0,16665.0,12.94,11.0,6.6
2018-02-12,310.0,321.4,310.0,316.6,317.24,150644.0,1927.0,47790551.0,24937.0,16.55,11.4,6.6
2018-02-14,318.0,326.7,313.0,315.65,319.58,147284.0,2090.0,47069146.0,25763.0,17.49,13.7,-2.35
2018-02-15,319.6,329.3,310.65,314.4,321.46,149515.0,2370.0,48062798.0,18828.0,12.59,18.65,-5.2
2018-02-16,314.15,320.3,302.0,305.25,310.9,108607.0,1795.0,33766291.0,19105.0,17.59,18.3,-8.9
2018-02-19,305.5,311.2,295.6,300.45,303.27,146656.0,2237.0,44476983.0,25759.0,17.56,15.6,-5.05
2018-02-20,297.6,305.1,295.0,296.45,299.95,54379.0,1021.0,16310748.0,12984.0,23.88,10.1,-1.15
2018-02-21,300.1,302.25,293.0,295.45,298.32,58491.0,836.0,17448941.0,9707.0,16.6,9.25,-4.65
2018-02-22,295.75,295.75,289.1,290.4,291.72,41197.0,708.0,12018084.0,10089.0,24.49,6.65,-5.35
2018-02-23,291.3,301.1,291.3,295.95,296.98,54698.0,884.0,16243939.0,12638.0,23.11,9.8,4.65
2018-02-26,299.4,304.6,298.95,299.75,301.49,44697.0,747.0,13475860.0,11187.0,25.03,5.65,0.35
2018-02-27,300.6,303.6,295.5,296.1,298.56,43999.0,665.0,13136328.0,15589.0,35.43,8.1,-4.5
2018-02-28,293.9,299.1,290.7,293.8,294.84,63401.0,928.0,18692912.0,23710.0,37.4,8.4,-0.1
2018-03-01,294.65,296.9,287.5,288.6,291.69,28842.0,493.0,8412905.0,9657.0,33.48,9.4,-6.05
2018-03-05,286.9,287.25,274.35,276.05,280.47,64736.0,1110.0,18156409.0,22177.0,34.26,12.9,-10.85
2018-03-06,280.6,282.6,269.6,271.55,275.33,54598.0,802.0,15032339.0,19201.0,35.17,13.0,-9.05
2018-03-07,269.0,270.9,263.5,265.85,266.98,55922.0,822.0,14930056.0,16656.0,29.78,7.4,-3.15
2018-03-08,267.9,272.95,257.0,267.15,265.7,105479.0,1527.0,28025300.0,24886.0,23.59,15.95,-0.75
2018-03-09,268.2,270.4,260.4,261.8,264.62,71121.0,1175.0,18820165.0,13670.0,19.22,10.0,-6.4
2018-03-12,262.1,272.4,261.45,269.15,265.76,64495.0,936.0,17140503.0,25593.0,39.68,10.95,7.05
2018-03-13,269.2,281.4,269.2,278.1,275.7,92086.0,1404.0,25388227.0,21206.0,23.03,12.2,8.9
2018-03-14,280.0,281.25,272.6,277.7,277.51,59121.0,921.0,16406924.0,16089.0,27.21,8.65,-2.3
2018-03-15,280.55,310.0,277.05,306.15,299.8,244286.0,4016.0,73237446.0,46710.0,19.12,32.95,25.6
2018-03-16,308.0,313.55,295.35,297.0,303.53,140037.0,2324.0,42505214.0,27820.0,19.87,18.2,-11.0
2018-03-19,298.7,300.75,280.6,282.0,285.98,54220.0,1013.0,15505821.0,18880.0,34.82,20.15,-16.7
2018-03-20,280.2,290.9,277.0,283.4,284.15,65472.0,1227.0,18603965.0,10567.0,16.14,13.9,3.2
2018-03-21,285.75,292.35,283.5,284.8,287.57,53706.0,894.0,15444124.0,12866.0,23.96,8.85,-0.95
2018-03-22,286.0,288.2,277.5,279.35,281.54,37632.0,746.0,10594810.0,12258.0,32.57,10.7,-6.65
2018-03-23,277.0,283.55,273.75,279.75,278.75,69490.0,1122.0,19370637.0,20025.0,28.82,9.8,2.75
2018-03-26,277.3,285.0,274.25,279.25,279.87,100471.0,1189.0,28118374.0,19300.0,19.21,10.75,1.95
2018-03-27,282.4,285.0,277.0,278.1,281.18,32316.0,559.0,9086707.0,13272.0,41.07,8.0,-4.3
2018-03-28,275.0,276.4,262.0,265.6,267.73,66324.0,1074.0,17756793.0,23557.0,35.52,14.4,-9.4
2018-04-02,265.6,294.3,265.6,291.45,284.43,85011.0,1738.0,24179585.0,22851.0,26.88,28.7,25.85
2018-04-03,289.2,300.1,286.0,299.45,294.87,70085.0,1329.0,20665964.0,17463.0,24.92,14.1,10.25
2018-04-04,300.0,302.9,286.0,288.9,293.61,46510.0,861.0,13655693.0,10830.0,23.29,16.9,-11.1
2018-04-05,295.5,304.25,292.15,298.4,297.17,70504.0,1345.0,20951507.0,12426.0,17.62,12.1,2.9
2018-04-06,299.05,303.5,294.4,298.8,298.48,53573.0,968.0,15990366.0,6484.0,12.1,9.1,-0.25
2018-04-09,300.0,316.0,298.15,307.65,310.25,109053.0,2120.0,33833343.0,19197.0,17.6,17.85,7.65
2018-04-10,310.8,313.0,307.0,308.65,309.34,46889.0,834.0,14504625.0,12027.0,25.65,6.0,-2.15
2018-04-11,309.05,309.85,302.0,304.25,304.17,30489.0,463.0,9273783.0,10780.0,35.36,7.85,-4.8
2018-04-12,302.1,312.0,300.0,302.3,305.78,60620.0,1154.0,18536409.0,23557.0,38.86,12.0,0.2
2018-04-13,303.75,305.8,297.65,302.25,302.76,30273.0,571.0,9165338.0,8424.0,27.83,8.15,-1.5
2018-04-16,299.4,307.0,296.55,303.05,300.91,48839.0,793.0,14696280.0,9426.0,19.3,10.45,3.65
2018-04-17,304.7,314.5,302.0,306.3,308.96,69050.0,1315.0,21333391.0,15100.0,21.87,12.5,1.6
2018-04-18,309.9,312.0,303.05,305.05,307.63,36631.0,671.0,11268640.0,8299.0,22.66,8.95,-4.85
2018-04-19,305.5,323.35,300.1,316.65,316.69,118786.0,1910.0,37618386.0,26791.0,22.55,23.25,11.15
2018-04-20,318.5,331.75,314.55,324.8,323.84,200809.0,3208.0,65030691.0,32078.0,15.97,17.2,6.3
2018-04-23,327.45,333.0,321.05,326.7,328.14,105850.0,1687.0,34733793.0,35528.0,33.56,11.95,-0.75
2018-04-24,329.0,340.0,321.3,335.3,332.99,129457.0,2231.0,43107694.0,28262.0,21.83,18.7,6.3
2018-04-25,336.0,340.95,327.75,331.55,334.32,120238.0,2000.0,40198032.0,20661.0,17.18,13.2,-4.45
2018-04-26,332.9,334.5,327.85,329.7,330.6,55385.0,858.0,18310528.0,6864.0,12.39,6.65,-3.2
2018-04-27,333.85,338.4,328.05,332.7,333.95,55196.0,890.0,18432568.0,10279.0,18.62,10.35,-1.15
2018-04-30,332.0,336.5,329.8,333.3,333.21,46217.0,677.0,15399967.0,12180.0,26.35,6.7,1.3
2018-05-02,332.45,351.4,332.45,342.35,344.51,140853.0,2412.0,48524718.0,30380.0,21.57,18.95,9.9
2018-05-03,347.7,347.7,327.05,329.65,333.74,88285.0,1346.0,29464049.0,25322.0,28.68,20.65,-18.05
2018-05-04,330.75,339.4,327.5,337.55,334.79,41490.0,947.0,13890494.0,7951.0,19.16,11.9,6.8
2018-05-07,339.95,349.0,338.0,344.15,343.71,68993.0,1202.0,23713588.0,14949.0,21.67,11.0,4.2
2018-05-08,345.0,352.2,337.3,348.2,343.16,144421.0,1984.0,49559200.0,17507.0,12.12,14.9,3.2
2018-05-09,348.1,353.3,344.0,346.55,348.24,80803.0,1391.0,28138759.0,15472.0,19.15,9.3,-1.55
2018-05-10,343.0,352.0,334.0,335.5,342.2,89455.0,1574.0,30611175.0,19764.0,22.09,18.0,-7.5
2018-05-11,345.0,354.15,337.75,340.1,347.51,131732.0,2231.0,45778741.0,31565.0,23.96,16.4,-4.9
2018-05-14,339.5,344.0,321.8,324.5,332.37,65537.0,991.0,21782821.0,20151.0,30.75,22.2,-15.0
2018-05-15,324.3,338.0,314.0,316.65,326.36,109453.0,1554.0,35720677.0,20539.0,18.77,24.0,-7.65
2018-05-16,314.5,321.1,310.0,315.3,314.67,61954.0,970.0,19494944.0,19325.0,31.19,11.1,0.8
2018-05-17,316.7,320.0,312.0,313.25,316.15,54089.0,845.0,17099991.0,11143.0,20.6,8.0,-3.45
2018-05-18,313.9,316.3,303.0,303.6,307.97,50945.0,801.0,15689718.0,19522.0,38.32,13.3,-10.3
2018-05-21,301.0,312.0,297.25,304.25,304.02,53380.0,765.0,16228769.0,14331.0,26.85,14.75,3.25
2018-05-22,304.25,310.6,302.35,305.25,306.36,41006.0,668.0,12562797.0,10461.0,25.51,8.25,1.0
2018-05-23,303.15,312.65,302.6,303.35,307.25,27380.0,448.0,8412530.0,9628.0,35.16,10.05,0.2
2018-05-24,306.4,307.65,300.6,302.2,303.55,28673.0,510.0,8703696.0,14079.0,49.1,7.05,-4.2
2018-05-25,304.15,307.5,302.75,306.7,305.35,42951.0,578.0,13114887.0,14879.0,34.64,4.75,2.55
2018-05-28,307.0,322.7,304.5,319.2,317.82,66425.0,1389.0,21111431.0,20596.0,31.01,18.2,12.2
2018-05-29,316.6,319.9,312.0,314.6,315.77,25606.0,492.0,8085687.0,12537.0,48.96,7.9,-2.0
2018-05-30,312.05,317.9,311.15,311.9,314.2,24477.0,361.0,7690757.0,11660.0,47.64,6.75,-0.15
2018-05-31,314.25,316.4,308.65,309.45,312.95,86458.0,594.0,27056926.0,62537.0,72.33,7.75,-4.8
2018-06-01,310.9,311.65,294.6,298.7,302.31,43451.0,737.0,13135522.0,15253.0,35.1,17.05,-12.2
2018-06-04,303.7,304.9,286.15,289.6,296.51,50569.0,821.0,14994444.0,13315.0,26.33,18.75,-14.1
2018-06-05,286.0,288.0,268.6,273.65,279.39,46179.0,726.0,12901807.0,16470.0,35.67,19.4,-12.35
2018-06-06,271.0,294.8,271.0,291.25,285.83,44491.0,997.0,12716654.0,13028.0,29.28,23.8,20.25
2018-06-07,289.1,302.0,289.1,295.4,296.32,40913.0,822.0,12123376.0,12048.0,29.45,12.9,6.3
2018-06-08,294.0,299.6,290.3,296.35,294.91,30139.0,441.0,8888335.0,13495.0,44.78,9.3,2.35
2018-06-11,298.0,304.7,296.0,296.9,300.14,26894.0,604.0,8071851.0,9445.0,35.12,8.7,-1.1
2018-06-12,299.9,302.3,297.55,299.05,299.79,25825.0,411.0,7742105.0,10497.0,40.65,4.75,-0.85
2018-06-13,300.0,309.95,299.7,304.25,305.57,43454.0,920.0,13278252.0,12438.0,28.62,10.25,4.25
2018-06-14,304.4,306.0,299.45,303.65,302.79,35086.0,640.0,10623639.0,13834.0,39.43,6.55,-0.75
