Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2017-06-27,209.9,209.9,205.25,206.75,207.15,17377.0,432.0,3599653.0,6782.0,39.03,4.65,-3.15
2017-06-28,209.95,211.5,207.15,208.2,209.94,52268.0,1059.0,10973376.0,12241.0,23.42,4.35,-1.75
2017-06-29,208.55,211.9,208.0,208.35,210.3,34226.0,589.0,7197680.0,6666.0,19.48,3.9,-0.2
2017-06-30,207.25,209.25,206.0,206.75,207.24,13950.0,308.0,2890975.0,7560.0,54.19,3.25,-0.5
2017-07-03,207.0,208.65,206.1,207.25,207.09,24286.0,411.0,5029318.0,10583.0,43.58,2.55,0.25
2017-07-04,206.6,209.0,204.0,205.35,206.22,22151.0,524.0,4567956.0,10549.0,47.62,5.0,-1.25
2017-07-05,206.0,206.2,201.85,202.6,203.21,32574.0,756.0,6619281.0,14643.0,44.95,4.35,-3.4
2017-07-06,203.0,205.7,203.0,204.3,204.38,27628.0,572.0,5646619.0,10876.0,39.37,2.7,1.3
2017-07-07,204.7,225.0,203.9,221.0,217.85,245246.0,5077.0,53426329.0,52085.0,21.24,21.1,16.3
2017-07-10,222.7,224.6,218.55,219.6,221.79,100521.0,1266.0,22294074.0,52108.0,51.84,6.05,-3.1
2017-07-11,219.15,231.0,215.65,224.65,225.15,185938.0,4001.0,41863717.0,38762.0,20.85,15.35,5.5
