Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2007-05-10,5.1,5.1,5.1,5.1,5.1,210.0,3.0,1071.0,210.0,100.0,0.0,0.0
2007-05-11,4.87,4.87,4.87,4.87,4.87,300.0,1.0,1461.0,300.0,100.0,0.0,0.0
2007-05-14,5.11,5.11,4.66,5.05,5.04751131222,1326.0,7.0,6693.0,1326.0,100.0,0.45,-0.06
2007-05-15,4.86,5.3,4.86,5.3,5.16307692308,325.0,4.0,1678.0,325.0,100.0,0.44,0.44
2007-05-16,5.12,5.12,5.09,5.1,5.10446428571,1120.0,6.0,5717.0,1120.0,100.0,0.03,-0.02
2007-05-17,4.92,4.94,4.91,4.94,4.93285714286,700.0,3.0,3453.0,700.0,100.0,0.03,0.02
2007-05-18,4.76,4.76,4.76,4.76,4.76,100.0,1.0,476.0,100.0,100.0,0.0,0.0
2007-05-22,4.57,4.57,4.57,4.57,4.57,200.0,1.0,914.0,200.0,100.0,0.0,0.0
2007-05-23,4.45,4.45,4.45,4.45,4.45,200.0,1.0,890.0,200.0,100.0,0.0,0.0
2007-05-24,4.6,4.6,4.6,4.6,4.6,200.0,1.0,920.0,200.0,100.0,0.0,0.0
2007-05-28,4.46,4.83,4.46,4.65,4.615,2200.0,8.0,10153.0,2200.0,100.0,0.37,0.19
2007-05-29,4.87,4.87,4.49,4.87,4.86920980926,1101.0,8.0,5361.0,1101.0,100.0,0.38,0.0
2007-05-30,5.11,5.11,5.11,5.11,5.11,100.0,1.0,511.0,100.0,100.0,0.0,0.0
2007-05-31,4.9,5.35,4.9,5.35,5.190625,1600.0,11.0,8305.0,1600.0,100.0,0.45,0.45
2007-06-01,5.1,5.5,5.1,5.5,5.3,1000.0,3.0,5300.0,1000.0,100.0,0.4,0.4
2007-06-05,5.69,5.7,5.69,5.7,5.695,200.0,2.0,1139.0,200.0,100.0,0.01,0.01
2007-06-06,5.98,5.98,5.98,5.98,5.97924528302,1060.0,5.0,6338.0,1060.0,100.0,0.0,0.0
2007-06-07,6.25,6.26,5.7,5.7,6.15058823529,850.0,5.0,5228.0,850.0,100.0,0.56,-0.55
2007-06-11,5.98,5.98,5.98,5.98,5.0,1.0,1.0,5.0,1.0,100.0,0.0,0.0
2007-06-13,6.0,6.27,6.0,6.0,6.0,761.0,5.0,4566.0,760.0,99.87,0.27,0.0
2007-06-14,6.2,6.2,6.2,6.2,6.2,100.0,1.0,620.0,100.0,100.0,0.0,0.0
2007-06-15,5.9,6.51,5.9,6.51,5.90049751244,201.0,2.0,1186.0,200.0,99.5,0.61,0.61
2007-06-18,6.83,6.83,6.83,6.83,6.0,1.0,1.0,6.0,1.0,100.0,0.0,0.0
2007-06-21,6.5,6.5,6.5,6.5,6.5,300.0,2.0,1950.0,300.0,100.0,0.0,0.0
2007-06-29,6.82,6.82,6.18,6.18,6.19032258065,310.0,5.0,1919.0,305.0,98.39,0.64,-0.64
2007-07-03,6.45,6.45,5.88,6.44,5.89855072464,1035.0,5.0,6105.0,1025.0,99.03,0.57,-0.01
2007-07-05,6.75,6.75,6.12,6.12,6.13333333333,225.0,2.0,1380.0,225.0,100.0,0.63,-0.63
2007-07-06,6.42,6.42,5.84,5.88,6.28407643312,785.0,6.0,4933.0,785.0,100.0,0.58,-0.54
2007-07-09,6.17,6.17,6.17,6.17,6.0,1.0,1.0,6.0,1.0,100.0,0.0,0.0
2007-07-10,6.47,6.47,5.87,5.87,6.38026371757,2351.0,7.0,15000.0,2350.0,99.96,0.6,-0.6
2007-07-11,5.9,6.16,5.66,6.16,5.68534961154,1802.0,8.0,10245.0,1800.0,99.89,0.5,0.26
2007-07-12,6.46,6.46,5.88,5.88,6.36333333333,600.0,2.0,3818.0,600.0,100.0,0.58,-0.58
2007-07-13,5.71,6.14,5.7,6.14,5.70111972438,1161.0,7.0,6619.0,1160.0,99.91,0.44,0.43
2007-07-18,6.2,6.2,6.2,6.2,6.0,1.0,1.0,6.0,1.0,100.0,0.0,0.0
2007-07-19,5.9,5.9,5.9,5.9,5.0,1.0,1.0,5.0,1.0,100.0,0.0,0.0
2007-07-20,6.0,6.0,5.61,5.61,5.65272296764,1267.0,6.0,7162.0,1267.0,100.0,0.39,-0.39
2007-07-23,5.89,5.89,5.33,5.89,5.33333333333,117.0,4.0,624.0,117.0,100.0,0.56,0.0
2007-07-24,5.6,6.09,5.6,5.75,5.70411764706,3400.0,17.0,19394.0,2796.0,82.24,0.49,0.15
2007-07-25,5.5,5.93,5.5,5.92,5.575,600.0,5.0,3345.0,550.0,91.67,0.43,0.42
2007-07-26,6.0,6.0,6.0,6.0,6.0,100.0,2.0,600.0,100.0,100.0,0.0,0.0
2007-07-27,5.73,5.75,5.72,5.75,5.72926447574,639.0,3.0,3661.0,639.0,100.0,0.03,0.02
2007-07-31,5.9,5.9,5.9,5.9,5.9,100.0,1.0,590.0,100.0,100.0,0.0,0.0
2007-08-02,6.19,6.19,5.61,5.61,5.90049751244,201.0,3.0,1186.0,151.0,75.12,0.58,-0.58
2007-08-03,5.35,5.35,5.35,5.35,5.35,200.0,2.0,1070.0,200.0,100.0,0.0,0.0
2007-08-06,5.61,5.61,5.61,5.61,5.0,1.0,1.0,5.0,1.0,100.0,0.0,0.0
2007-08-07,5.35,5.89,5.35,5.89,5.34653465347,101.0,2.0,540.0,100.0,99.01,0.54,0.54
2007-08-08,5.89,6.17,5.89,6.17,5.88994565217,736.0,4.0,4335.0,734.0,99.73,0.28,0.28
2007-08-09,5.9,5.9,5.89,5.89,5.892,500.0,2.0,2946.0,500.0,100.0,0.01,-0.01
2007-08-17,6.12,6.15,6.12,6.14,6.0,3.0,3.0,18.0,1.0,33.33,0.03,0.02
2007-08-23,6.44,6.44,5.85,5.85,5.886875,1600.0,4.0,9419.0,1600.0,100.0,0.59,-0.59
2007-08-24,5.56,5.56,5.56,5.56,5.56,100.0,1.0,556.0,100.0,100.0,0.0,0.0
2007-08-29,5.29,5.3,5.29,5.3,5.29764453961,467.0,3.0,2474.0,467.0,100.0,0.01,0.01
2007-08-31,5.04,5.04,5.04,5.04,5.04,100.0,2.0,504.0,100.0,100.0,0.0,0.0
2007-09-03,4.81,5.29,4.8,5.29,5.21333333333,750.0,5.0,3910.0,750.0,100.0,0.49,0.48
2007-09-04,5.55,5.55,5.55,5.55,5.55,1100.0,3.0,6105.0,1100.0,100.0,0.0,0.0
2007-09-05,5.82,5.82,5.51,5.51,5.634,500.0,3.0,2817.0,500.0,100.0,0.31,-0.31
2007-09-06,5.78,5.78,5.78,5.78,5.78,1000.0,2.0,5780.0,1000.0,100.0,0.0,0.0
2007-09-07,6.06,6.06,6.0,6.06,6.03579545455,1760.0,8.0,10623.0,1760.0,100.0,0.06,0.0
2007-09-10,6.36,6.36,5.76,6.36,6.12942366026,989.0,6.0,6062.0,989.0,100.0,0.6,0.0
2007-09-11,6.66,6.66,6.05,6.06,6.14163090129,1864.0,9.0,11448.0,1864.0,100.0,0.61,-0.6
2007-09-12,6.35,6.36,6.35,6.36,6.358815427,1452.0,9.0,9233.0,1452.0,100.0,0.01,0.01
2007-09-13,6.67,6.67,6.67,6.67,6.66920152091,789.0,4.0,5262.0,789.0,100.0,0.0,0.0
2007-09-14,7.0,7.0,7.0,7.0,7.0,1000.0,8.0,7000.0,1000.0,100.0,0.0,0.0
2007-09-17,7.35,7.35,7.35,7.35,7.0,1.0,1.0,7.0,1.0,100.0,0.0,0.0
2007-09-18,7.35,7.71,7.3,7.71,7.60722222222,1800.0,9.0,13693.0,1800.0,100.0,0.41,0.36
2007-09-19,7.99,7.99,7.35,7.35,7.34653465347,101.0,2.0,742.0,101.0,100.0,0.64,-0.64
2007-09-20,7.7,7.71,7.7,7.71,7.708,500.0,5.0,3854.0,500.0,100.0,0.01,0.01
2007-09-21,7.7,7.71,7.7,7.71,7.7,200.0,2.0,1540.0,200.0,100.0,0.01,0.01
2007-09-28,7.33,7.33,7.33,7.33,7.33,100.0,1.0,733.0,100.0,100.0,0.0,0.0
2007-10-03,7.65,7.65,7.65,7.65,7.0,1.0,1.0,7.0,1.0,100.0,0.0,0.0
2007-10-04,7.99,8.03,7.99,8.03,8.00190566937,2099.0,7.0,16796.0,2099.0,100.0,0.04,0.04
2007-10-05,8.03,8.43,7.63,8.43,8.05506117909,1798.0,11.0,14483.0,1798.0,100.0,0.8,0.4
2007-10-08,8.39,8.4,8.39,8.4,8.39833333333,600.0,2.0,5039.0,600.0,100.0,0.01,0.01
2007-10-10,8.0,8.75,7.99,7.99,8.41333333333,450.0,3.0,3786.0,450.0,100.0,0.76,-0.01
2007-10-11,7.6,8.38,7.6,8.38,7.94583333333,720.0,5.0,5721.0,720.0,100.0,0.78,0.78
2007-10-12,8.75,8.75,8.75,8.75,8.74996090696,6395.0,10.0,55956.0,6395.0,100.0,0.0,0.0
2007-10-15,9.18,9.18,9.18,9.18,9.17914979757,988.0,5.0,9069.0,988.0,100.0,0.0,0.0
2007-10-17,9.6,9.6,9.6,9.6,9.0,1.0,1.0,9.0,1.0,100.0,0.0,0.0
2007-10-18,10.07,10.07,10.07,10.07,10.0677290837,251.0,2.0,2527.0,251.0,100.0,0.0,0.0
2007-10-19,10.5,10.5,10.5,10.5,10.4985074627,335.0,3.0,3517.0,335.0,100.0,0.0,0.0
2007-10-22,10.9,10.9,10.45,10.45,10.5333333333,150.0,4.0,1580.0,150.0,100.0,0.45,-0.45
2007-10-23,10.89,10.89,10.89,10.89,10.0,1.0,1.0,10.0,1.0,100.0,0.0,0.0
2007-10-24,11.43,11.43,10.89,10.89,10.8910891089,101.0,2.0,1100.0,101.0,100.0,0.54,-0.54
2007-10-25,10.35,10.35,10.35,10.35,10.3496503497,286.0,4.0,2960.0,286.0,100.0,0.0,0.0
2007-10-26,9.84,9.84,9.84,9.84,9.84,75.0,2.0,738.0,75.0,100.0,0.0,0.0
2007-10-29,9.35,10.33,9.35,10.25,9.86526873946,4149.0,12.0,40931.0,4149.0,100.0,0.98,0.9
2007-10-30,9.74,9.74,9.74,9.74,9.74,2000.0,3.0,19480.0,2000.0,100.0,0.0,0.0
2007-10-31,9.7,9.7,9.7,9.7,9.6875,16.0,1.0,155.0,16.0,100.0,0.0,0.0
2007-11-02,9.23,10.18,9.23,10.18,10.0791075051,4930.0,18.0,49690.0,4930.0,100.0,0.95,0.95
2007-11-05,10.15,10.68,9.75,10.68,10.1676633444,4515.0,18.0,45907.0,4515.0,100.0,0.93,0.53
2007-11-06,10.15,10.15,10.15,10.15,10.15,200.0,1.0,2030.0,200.0,100.0,0.0,0.0
2007-11-07,10.0,10.15,9.66,9.66,9.95666666667,1500.0,8.0,14935.0,1500.0,100.0,0.49,-0.34
2007-11-08,9.2,9.2,9.2,9.2,9.2,300.0,1.0,2760.0,300.0,100.0,0.0,0.0
2007-11-12,8.75,8.75,8.75,8.75,8.75,300.0,3.0,2625.0,300.0,100.0,0.0,0.0
2007-11-13,8.35,8.35,8.35,8.35,8.3488372093,516.0,3.0,4308.0,516.0,100.0,0.0,0.0
2007-11-14,7.95,8.75,7.95,8.75,8.10242587601,371.0,3.0,3006.0,371.0,100.0,0.8,0.8
2007-11-15,8.32,9.18,8.32,9.18,8.96206896552,870.0,4.0,7797.0,870.0,100.0,0.86,0.86
2007-11-16,8.75,8.75,8.75,8.75,8.75,100.0,3.0,875.0,100.0,100.0,0.0,0.0
2007-11-19,9.17,9.18,8.34,8.34,9.12926829268,1230.0,9.0,11229.0,1230.0,100.0,0.84,-0.83
2007-11-20,7.93,8.34,7.93,8.34,8.22285714286,350.0,4.0,2878.0,350.0,100.0,0.41,0.41
2007-11-21,7.93,8.75,7.93,8.75,8.34,400.0,3.0,3336.0,400.0,100.0,0.82,0.82
2007-11-22,8.32,8.32,8.32,8.32,8.32,200.0,1.0,1664.0,200.0,100.0,0.0,0.0
2007-11-23,7.91,7.91,7.91,7.91,7.91,400.0,3.0,3164.0,400.0,100.0,0.0,0.0
2007-11-26,8.3,8.3,7.52,7.52,7.81125,800.0,6.0,6249.0,800.0,100.0,0.78,-0.78
2007-11-27,7.15,7.89,7.15,7.89,7.82004689332,1706.0,6.0,13341.0,1706.0,100.0,0.74,0.74
2007-11-28,7.5,8.28,7.5,8.25,8.12863849765,1065.0,7.0,8657.0,1065.0,100.0,0.78,0.75
2007-11-29,8.66,8.66,8.66,8.66,8.66,100.0,1.0,866.0,100.0,100.0,0.0,0.0
2007-11-30,9.09,9.09,9.09,9.09,9.0897755611,401.0,5.0,3645.0,401.0,100.0,0.0,0.0
2007-12-03,9.54,9.54,9.54,9.54,9.53993174061,4395.0,7.0,41928.0,4395.0,100.0,0.0,0.0
2007-12-04,10.01,10.01,10.01,10.01,10.0099890416,23726.0,10.0,237497.0,23726.0,100.0,0.0,0.0
2007-12-05,10.51,10.51,10.51,10.51,10.5098161421,3209.0,10.0,33726.0,3209.0,100.0,0.0,0.0
2007-12-06,10.99,11.03,10.99,11.03,11.0080882353,1360.0,4.0,14971.0,1360.0,100.0,0.04,0.04
2007-12-07,10.48,10.48,10.48,10.48,10.48,400.0,3.0,4192.0,400.0,100.0,0.0,0.0
2007-12-10,10.01,10.01,9.96,9.96,9.96529284165,461.0,4.0,4594.0,461.0,100.0,0.05,-0.05
2007-12-11,9.47,10.45,9.47,10.45,9.63333333333,120.0,2.0,1156.0,120.0,100.0,0.98,0.98
2007-12-12,10.0,10.97,9.93,10.97,10.2366666667,1200.0,4.0,12284.0,1200.0,100.0,1.04,0.97
2007-12-13,10.45,11.05,10.45,11.0,10.797301855,5930.0,22.0,64028.0,5730.0,96.63,0.6,0.55
2007-12-14,11.55,11.55,11.55,11.55,11.55,2360.0,9.0,27258.0,2360.0,100.0,0.0,0.0
2007-12-17,12.12,12.12,12.12,12.12,12.1198312236,1185.0,12.0,14362.0,1185.0,100.0,0.0,0.0
2007-12-18,12.0,12.0,11.52,11.52,11.84,150.0,2.0,1776.0,150.0,100.0,0.48,-0.48
2007-12-19,10.95,11.9,10.95,10.95,10.9743732591,3590.0,16.0,39398.0,3540.0,98.61,0.95,0.0
2007-12-20,11.1,11.49,11.1,11.49,11.4086614173,1270.0,12.0,14489.0,1270.0,100.0,0.39,0.39
2007-12-24,11.5,12.06,11.5,12.06,11.9217877095,2685.0,21.0,32010.0,2645.0,98.51,0.56,0.56
2007-12-26,12.6,12.6,11.46,12.05,12.1913333333,3000.0,15.0,36574.0,2800.0,93.33,1.14,-0.55
2007-12-27,12.05,12.55,11.55,12.52,12.2051779935,1545.0,12.0,18857.0,1500.0,97.09,1.0,0.47
2007-12-28,13.1,13.14,13.1,13.14,13.1315680596,4834.0,19.0,63478.0,4834.0,100.0,0.04,0.04
2007-12-31,13.79,13.79,13.79,13.79,13.7899761337,4190.0,13.0,57780.0,4190.0,100.0,0.0,0.0
2008-01-01,14.47,14.47,14.47,14.47,14.4699708455,5145.0,18.0,74448.0,5145.0,100.0,0.0,0.0
2008-01-02,15.19,15.19,15.19,15.19,15.1899646643,7075.0,19.0,107469.0,7075.0,100.0,0.0,0.0
2008-01-03,15.94,15.94,15.94,15.94,15.9396709324,2188.0,14.0,34876.0,2188.0,100.0,0.0,0.0
2008-01-04,16.73,16.73,16.73,16.73,16.7297113752,2945.0,16.0,49269.0,2945.0,100.0,0.0,0.0
2008-01-07,17.56,17.56,17.56,17.56,17.56,3975.0,22.0,69801.0,3975.0,100.0,0.0,0.0
2008-01-08,18.43,18.43,16.69,16.69,17.3028712871,10100.0,34.0,174759.0,10100.0,100.0,1.74,-1.74
2008-01-09,16.69,16.69,15.86,15.86,16.4825291181,601.0,8.0,9906.0,601.0,100.0,0.83,-0.83
2008-01-10,15.07,15.07,15.07,15.07,15.07,200.0,2.0,3014.0,200.0,100.0,0.0,0.0
2008-01-11,14.32,14.32,14.32,14.32,14.3197278912,588.0,2.0,8420.0,588.0,100.0,0.0,0.0
2008-01-15,13.61,13.61,13.61,13.61,13.6090909091,550.0,2.0,7485.0,550.0,100.0,0.0,0.0
2008-01-16,12.93,12.93,12.93,12.93,12.93,100.0,1.0,1293.0,100.0,100.0,0.0,0.0
2008-01-17,12.29,12.29,12.29,12.29,12.2895927602,2210.0,8.0,27160.0,2210.0,100.0,0.0,0.0
2008-01-18,12.8,12.8,11.68,11.68,11.76,1400.0,6.0,16464.0,1400.0,100.0,1.12,-1.12
2008-01-21,11.68,11.68,11.1,11.1,11.1261904762,420.0,3.0,4673.0,420.0,100.0,0.58,-0.58
2008-01-23,10.55,10.55,10.55,10.55,10.55,200.0,1.0,2110.0,200.0,100.0,0.0,0.0
2008-01-24,10.03,10.03,10.03,10.03,10.0297029703,1010.0,14.0,10130.0,1010.0,100.0,0.0,0.0
2008-01-25,9.53,9.53,9.53,9.53,9.53,300.0,1.0,2859.0,300.0,100.0,0.0,0.0
2008-01-28,9.1,9.1,9.1,9.1,9.08888888889,45.0,3.0,409.0,45.0,100.0,0.0,0.0
2008-01-29,9.55,9.55,9.55,9.55,9.55,200.0,1.0,1910.0,200.0,100.0,0.0,0.0
2008-02-04,10.02,10.02,9.08,9.5,9.18043621943,1513.0,6.0,13890.0,1513.0,100.0,0.94,-0.52
2008-02-05,9.03,9.03,9.03,9.03,9.02727272727,220.0,4.0,1986.0,220.0,100.0,0.0,0.0
2008-02-06,9.03,9.03,8.58,8.58,8.58306188925,614.0,5.0,5270.0,614.0,100.0,0.45,-0.45
2008-02-07,8.55,8.55,8.16,8.25,8.19047619048,210.0,4.0,1720.0,210.0,100.0,0.39,-0.3
2008-02-11,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,1.0,100.0,0.0,0.0
2008-02-13,7.7,7.7,7.7,7.7,7.7,250.0,2.0,1925.0,250.0,100.0,0.0,0.0
2008-02-15,7.32,7.32,7.32,7.32,7.32,200.0,1.0,1464.0,200.0,100.0,0.0,0.0
2008-02-18,7.0,7.1,6.96,7.1,6.98444444444,450.0,6.0,3143.0,450.0,100.0,0.14,0.1
2008-02-19,7.0,7.0,6.75,6.75,6.83802816901,142.0,4.0,971.0,142.0,100.0,0.25,-0.25
2008-02-20,6.42,7.08,6.42,7.08,6.48,275.0,3.0,1782.0,275.0,100.0,0.66,0.66
2008-02-27,6.73,7.43,6.73,7.43,6.82374631268,1356.0,5.0,9253.0,1356.0,100.0,0.7,0.7
2008-02-28,7.77,7.77,7.77,7.77,7.0,1.0,1.0,7.0,1.0,100.0,0.0,0.0
2008-02-29,7.77,7.77,7.39,7.39,7.466,500.0,4.0,3733.0,500.0,100.0,0.38,-0.38
2008-03-05,7.03,7.03,7.03,7.03,7.03,500.0,1.0,3515.0,500.0,100.0,0.0,0.0
2008-03-07,6.7,6.7,6.7,6.7,6.7,50.0,1.0,335.0,50.0,100.0,0.0,0.0
2008-03-12,6.38,6.38,6.37,6.37,6.37333333333,300.0,4.0,1912.0,300.0,100.0,0.01,-0.01
2008-03-13,6.68,6.68,6.07,6.07,6.27441860465,1505.0,6.0,9443.0,1200.0,79.73,0.61,-0.61
2008-03-14,6.07,6.37,6.07,6.37,6.19846153846,650.0,3.0,4029.0,650.0,100.0,0.3,0.3
2008-03-24,6.06,6.06,6.06,6.06,6.06,100.0,2.0,606.0,100.0,100.0,0.0,0.0
2008-03-25,5.76,5.76,5.76,5.76,5.75789473684,95.0,1.0,547.0,95.0,100.0,0.0,0.0
2008-03-26,5.49,5.49,5.48,5.48,5.48352941176,1700.0,10.0,9322.0,1700.0,100.0,0.01,-0.01
2008-03-27,5.75,5.75,5.31,5.33,5.40907999039,4163.0,7.0,22518.0,4163.0,100.0,0.44,-0.42
2008-04-01,5.59,5.59,5.59,5.59,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
2008-04-02,5.34,5.86,5.32,5.32,5.43,2500.0,12.0,13575.0,2000.0,80.0,0.54,-0.02
2008-04-03,5.58,5.58,5.58,5.58,5.58,300.0,2.0,1674.0,300.0,100.0,0.0,0.0
2008-04-04,5.33,5.33,5.32,5.32,5.32666666667,1500.0,3.0,7990.0,1500.0,100.0,0.01,-0.01
2008-04-07,5.58,5.58,5.58,5.58,5.58,1000.0,6.0,5580.0,1000.0,100.0,0.0,0.0
2008-04-08,5.31,5.31,5.31,5.31,5.31,500.0,2.0,2655.0,500.0,100.0,0.0,0.0
2008-04-09,5.55,5.55,5.55,5.55,5.55,500.0,1.0,2775.0,500.0,100.0,0.0,0.0
2008-04-10,5.55,5.8,5.55,5.8,5.68794326241,141.0,3.0,802.0,80.0,56.74,0.25,0.25
2008-04-17,6.08,6.08,5.85,5.85,6.07830245069,1673.0,6.0,10169.0,1673.0,100.0,0.23,-0.23
2008-04-22,5.87,5.92,5.86,5.91,5.89171974522,471.0,5.0,2775.0,471.0,100.0,0.06,0.04
2008-04-23,5.91,5.91,5.91,5.91,5.91,200.0,2.0,1182.0,200.0,100.0,0.0,0.0
2008-04-24,5.72,6.2,5.72,6.2,6.00046061723,2171.0,11.0,13027.0,1171.0,53.94,0.48,0.48
2008-04-25,6.2,6.39,5.91,6.39,6.06729758149,951.0,6.0,5770.0,950.0,99.89,0.48,0.19
2008-04-28,6.69,6.69,6.67,6.68,6.6762158561,1501.0,7.0,10021.0,1501.0,100.0,0.02,-0.01
2008-04-30,6.5,6.5,6.5,6.5,6.5,200.0,1.0,1300.0,200.0,100.0,0.0,0.0
2008-05-05,6.5,6.5,6.4,6.5,6.4133148405,1442.0,4.0,9248.0,1442.0,100.0,0.1,0.0
2008-05-06,6.5,6.5,6.2,6.5,6.33259423503,451.0,3.0,2856.0,451.0,100.0,0.3,0.0
2008-05-08,6.19,6.19,6.19,6.19,6.19,500.0,2.0,3095.0,500.0,100.0,0.0,0.0
2008-05-09,6.0,6.48,6.0,6.1,6.13566433566,715.0,7.0,4387.0,624.0,87.27,0.48,0.1
2008-05-13,6.09,6.1,6.09,6.1,6.09090909091,198.0,2.0,1206.0,198.0,100.0,0.01,0.01
2008-05-15,5.81,6.38,5.81,6.38,5.88571428571,70.0,2.0,412.0,70.0,100.0,0.57,0.57
2008-05-22,6.6,6.6,6.08,6.08,6.42666666667,300.0,3.0,1928.0,200.0,66.67,0.52,-0.52
2008-06-05,5.99,6.2,5.99,6.2,6.148,500.0,3.0,3074.0,500.0,100.0,0.21,0.21
2008-06-12,5.91,5.91,5.91,5.91,5.91,100.0,1.0,591.0,100.0,100.0,0.0,0.0
2008-06-17,6.2,6.2,6.2,6.2,6.2,100.0,1.0,620.0,100.0,100.0,0.0,0.0
2008-06-18,5.92,5.92,5.9,5.9,5.912,1000.0,4.0,5912.0,1000.0,100.0,0.02,-0.02
2008-06-25,5.61,5.61,5.61,5.61,5.60903732809,509.0,3.0,2855.0,509.0,100.0,0.0,0.0
2008-06-27,5.33,5.33,5.33,5.33,5.33,100.0,3.0,533.0,100.0,100.0,0.0,0.0
2008-06-30,5.59,5.59,5.59,5.59,5.59,100.0,1.0,559.0,100.0,100.0,0.0,0.0
2008-07-02,5.49,5.5,5.49,5.49,5.49749373434,798.0,2.0,4387.0,798.0,100.0,0.01,0.0
2008-07-03,5.22,5.22,5.22,5.22,5.22,500.0,1.0,2610.0,500.0,100.0,0.0,0.0
2008-07-04,4.96,4.96,4.96,4.96,4.96,400.0,5.0,1984.0,400.0,100.0,0.0,0.0
2008-07-08,4.72,4.72,4.72,4.72,4.72,500.0,3.0,2360.0,500.0,100.0,0.0,0.0
2008-07-09,4.49,4.49,4.49,4.49,4.49,500.0,2.0,2245.0,500.0,100.0,0.0,0.0
2008-07-10,4.28,4.71,4.28,4.71,4.46542553191,752.0,7.0,3358.0,500.0,66.49,0.43,0.43
2008-07-11,4.94,4.94,4.94,4.94,4.94,100.0,1.0,494.0,100.0,100.0,0.0,0.0
2008-07-14,5.18,5.18,4.94,4.94,4.94146341463,205.0,2.0,1013.0,205.0,100.0,0.24,-0.24
2008-07-15,5.18,5.18,5.18,5.18,5.18,200.0,1.0,1036.0,200.0,100.0,0.0,0.0
2008-07-17,5.18,5.18,5.18,5.18,5.18,100.0,2.0,518.0,100.0,100.0,0.0,0.0
2008-07-18,5.34,5.35,5.34,5.35,5.345,200.0,2.0,1069.0,200.0,100.0,0.01,0.01
2008-07-24,5.3,5.6,5.3,5.6,5.502,1000.0,10.0,5502.0,1000.0,100.0,0.3,0.3
2008-07-28,5.33,5.87,5.33,5.87,5.48285714286,350.0,3.0,1919.0,350.0,100.0,0.54,0.54
2008-07-30,5.58,5.58,5.58,5.58,5.58,150.0,2.0,837.0,150.0,100.0,0.0,0.0
2008-08-06,5.31,5.35,5.31,5.31,5.32959183673,980.0,8.0,5223.0,980.0,100.0,0.04,0.0
2008-08-07,5.57,5.57,5.57,5.57,5.0,1.0,1.0,5.0,1.0,100.0,0.0,0.0
2008-08-12,5.56,5.56,5.56,5.56,5.55909090909,220.0,2.0,1223.0,220.0,100.0,0.0,0.0
2008-08-19,5.81,5.83,5.81,5.83,5.817,1000.0,6.0,5817.0,1000.0,100.0,0.02,0.02
2008-08-21,5.75,5.8,5.65,5.75,5.75995449374,2637.0,4.0,15189.0,2637.0,100.0,0.15,0.0
2008-08-22,5.48,5.56,5.48,5.56,5.544,125.0,2.0,693.0,125.0,100.0,0.08,0.08
2008-08-25,5.82,5.82,5.82,5.82,5.66666666667,3.0,1.0,17.0,3.0,100.0,0.0,0.0
2008-08-27,5.56,5.56,5.56,5.56,5.56,100.0,1.0,556.0,100.0,100.0,0.0,0.0
2008-08-28,5.29,5.83,5.29,5.83,5.31184895833,1536.0,8.0,8159.0,1501.0,97.72,0.54,0.54
2008-08-29,6.12,6.12,6.12,6.12,6.0,2.0,2.0,12.0,2.0,100.0,0.0,0.0
2008-09-09,6.41,6.41,6.41,6.41,6.408,250.0,1.0,1602.0,250.0,100.0,0.0,0.0
2008-09-10,6.48,6.48,6.48,6.48,6.48,350.0,3.0,2268.0,350.0,100.0,0.0,0.0
2008-09-18,6.5,6.5,6.5,6.5,6.5,500.0,3.0,3250.0,500.0,100.0,0.0,0.0
2008-09-19,6.18,6.18,6.18,6.18,6.18,100.0,2.0,618.0,100.0,100.0,0.0,0.0
2008-09-24,5.88,5.88,5.88,5.88,5.88,50.0,1.0,294.0,50.0,100.0,0.0,0.0
2008-09-25,5.59,5.59,5.59,5.59,5.5875,240.0,3.0,1341.0,240.0,100.0,0.0,0.0
2008-09-29,5.86,5.86,5.32,5.85,5.63777777778,900.0,6.0,5074.0,900.0,100.0,0.54,-0.01
2008-09-30,6.14,6.14,5.56,5.56,6.13858093126,1804.0,8.0,11074.0,1804.0,100.0,0.58,-0.58
2008-10-01,5.83,5.83,5.83,5.83,5.83,500.0,4.0,2915.0,500.0,100.0,0.0,0.0
2008-10-03,5.55,5.55,5.55,5.55,5.55,100.0,1.0,555.0,100.0,100.0,0.0,0.0
2008-10-06,5.3,5.6,5.3,5.6,5.34973504921,1321.0,6.0,7067.0,1321.0,100.0,0.3,0.3
2008-10-07,5.87,5.88,5.87,5.88,5.87270251872,1469.0,3.0,8627.0,1469.0,100.0,0.01,0.01
2008-10-08,5.8,5.8,5.8,5.8,5.79911209767,901.0,3.0,5225.0,901.0,100.0,0.0,0.0
2008-10-10,5.6,5.6,5.6,5.6,5.6,2500.0,4.0,14000.0,2500.0,100.0,0.0,0.0
2008-10-13,5.42,5.8,5.42,5.8,5.70769230769,130.0,2.0,742.0,130.0,100.0,0.38,0.38
2008-10-15,5.55,6.09,5.55,6.09,6.05186440678,5900.0,6.0,35706.0,5900.0,100.0,0.54,0.54
2008-10-16,6.39,6.39,6.39,6.39,6.38998127341,2136.0,5.0,13649.0,2136.0,100.0,0.0,0.0
